value,report_period_begin,region_name,report_period_end
63,2017-01-01,Ямало-Ненецкий АО,2017-03-01
190,2017-01-01,Омская область,2017-03-01
6,2017-01-01,Еврейская АО,2017-03-01
19,2017-01-01,Костромская область,2017-02-01
180,2017-01-01,Республика Татарстан,2017-02-01
292,2017-01-01,Дальневосточный ФО,2017-02-01
104,2017-01-01,Ленинградская область,2017-03-01
21,2017-01-01,Карачаево-Черкесская Респ.,2017-03-01
78,2017-01-01,Ленинградская область,2017-02-01
35,2017-01-01,Краснодарский край,2017-01-01
16,2017-01-01,Тульская область,2017-01-01
10,2017-01-01,Тамбовская область,2017-02-01
22,2017-01-01,Белгородская область,2017-03-01
43,2017-01-01,Тульская область,2017-03-01
15,2017-01-01,Орловская область,2017-02-01
411,2017-01-01,Челябинская область,2017-02-01
176,2017-01-01,Ростовская область,2017-03-01
16,2017-01-01,Калининградская область,2017-01-01
12,2017-01-01,Мурманская область,2017-01-01
6,2017-01-01,Республика Марий Эл,2017-01-01
530,2017-01-01,Приволжский ФО,2017-01-01
1417,2017-01-01,Северо-Западный ФО,2017-03-01
20,2017-01-01,Республика Карелия,2017-02-01
377,2017-01-01,Южный ФО,2017-02-01
110,2017-01-01,Ханты-Мансийский АО,2017-03-01
77,2017-01-01,Новосибирская область,2017-03-01
37,2017-01-01,Республика Саха (Якутия),2017-03-01
75,2017-01-01,Кировская область,2017-02-01
16,2017-01-01,Карачаево-Черкесская Респ.,2017-02-01
839,2017-01-01,Сибирский ФО,2017-02-01
899,2017-01-01,г. Санкт-Петербург,2017-03-01
0,2017-01-01,Чукотский АО,2017-03-01
15,2017-01-01,Республика Сев. Осетия-Алания,2017-03-01
88,2017-01-01,Тюменская область,2017-02-01
772,2017-01-01,г. Москва,2017-02-01
23,2017-01-01,Смоленская область,2017-02-01
83,2017-01-01,Астраханская область,2017-03-01
108,2017-01-01,Томская область,2017-03-01
70,2017-01-01,Оренбургская область,2017-02-01
17,2017-01-01,Псковская область,2017-03-01
37,2017-01-01,Республика Дагестан,2017-02-01
15,2017-01-01,Чувашская Республика,2017-02-01
27,2017-01-01,Алтайский край,2017-01-01
20,2017-01-01,Ивановская область,2017-01-01
33,2017-01-01,Воронежская область,2017-02-01
119,2017-01-01,Кировская область,2017-03-01
26,2017-01-01,Новгородская  область,2017-03-01
0,2017-01-01,Республика Калмыкия,2017-03-01
15,2017-01-01,Республика Ингушетия,2017-02-01
3,2017-01-01,Республика Сев. Осетия-Алания,2017-02-01
200,2017-01-01,Пермский край,2017-02-01
117,2017-01-01,Вологодская область,2017-03-01
604,2017-01-01,Челябинская область,2017-03-01
293,2017-01-01,Красноярский край,2017-03-01
65,2017-01-01,Московская область,2017-01-01
20,2017-01-01,Республика Коми,2017-01-01
382,2017-01-01,Северо-Западный ФО,2017-01-01
24,2017-01-01,Архангельская область,2017-02-01
0,2017-01-01,Республика Калмыкия,2017-02-01
2,2017-01-01,Ненецкий АО,2017-03-01
17,2017-01-01,Тамбовская область,2017-03-01
169,2017-01-01,Кемеровская область-Кузбасс,2017-02-01
1011,2017-01-01,Уральский ФО,2017-02-01
74,2017-01-01,Саратовская область,2017-02-01
6,2017-01-01,Республика Бурятия,2017-02-01
85,2017-01-01,Вологодская область,2017-02-01
6448,2017-01-01,Российская Федерация,2017-02-01
4,2017-01-01,Республика Алтай,2017-03-01
135,2017-01-01,Омская область,2017-02-01
22,2017-01-01,Ульяновская область,2017-02-01
17,2017-01-01,Камчатский край,2017-02-01
123,2017-01-01,Тюменская область,2017-03-01
56,2017-01-01,Пензенская область,2017-03-01
24,2017-01-01,Республика Ингушетия,2017-03-01
595,2017-01-01,г. Санкт-Петербург,2017-02-01
1,2017-01-01,Чеченская Республика,2017-02-01
27,2017-01-01,Томская область,2017-01-01
10,2017-01-01,Республика Карелия,2017-01-01
442,2017-01-01,Центральный ФО,2017-01-01
227,2017-01-01,Кемеровская область-Кузбасс,2017-03-01
20,2017-01-01,Чувашская Республика,2017-03-01
37,2017-01-01,Калужская область,2017-02-01
25,2017-01-01,Республика Мордовия,2017-02-01
1286,2017-01-01,Приволжский ФО,2017-02-01
73,2017-01-01,Волгоградская область,2017-03-01
9,2017-01-01,Рязанская область,2017-02-01
167,2017-01-01,Республика Башкортостан,2017-02-01
164,2017-01-01,Ставропольский край,2017-03-01
47,2017-01-01,Волгоградская область,2017-02-01
26,2017-01-01,Республика Крым,2017-03-01
36,2017-01-01,Новосибирская область,2017-02-01
108,2017-01-01,Иркутская область,2017-02-01
39,2017-01-01,Архангельская область,2017-03-01
13,2017-01-01,Курская область,2017-03-01
21,2017-01-01,Орловская область,2017-03-01
42,2017-01-01,Республика Мордовия,2017-03-01
6,2017-01-01,Республика Хакасия,2017-02-01
47,2017-01-01,Калининградская область,2017-03-01
7,2017-01-01,Магаданская область,2017-03-01
133,2017-01-01,Южный ФО,2017-01-01
44,2017-01-01,Амурская область,2017-03-01
43,2017-01-01,Смоленская область,2017-03-01
1498,2017-01-01,Уральский ФО,2017-03-01
934,2017-01-01,Северо-Западный ФО,2017-02-01
30,2017-01-01,Владимирская область,2017-03-01
43,2017-01-01,Ульяновская область,2017-03-01
8,2017-01-01,Курская область,2017-02-01
114,2017-01-01,Ростовская область,2017-02-01
28,2017-01-01,Крымский ФО,2017-02-01
197,2017-01-01,Приморский край,2017-03-01
106,2017-01-01,Саратовская область,2017-03-01
49,2017-01-01,Ямало-Ненецкий АО,2017-02-01
20,2017-01-01,Хабаровский край,2017-01-01
83,2017-01-01,Кемеровская область-Кузбасс,2017-01-01
56,2017-01-01,Калужская область,2017-03-01
23,2017-01-01,Кабардино-Балкарская Респ.,2017-03-01
17,2017-01-01,Новгородская  область,2017-02-01
120,2017-01-01,Курганская область,2017-03-01
26,2017-01-01,Республика Марий Эл,2017-03-01
3,2017-01-01,Республика Адыгея,2017-02-01
54,2017-01-01,Ивановская область,2017-03-01
4,2017-01-01,Республика Адыгея,2017-03-01
17,2017-01-01,Владимирская область,2017-02-01
61,2017-01-01,Омская область,2017-01-01
74,2017-01-01,Мурманская область,2017-03-01
3,2017-01-01,Чеченская Республика,2017-03-01
30,2017-01-01,Тульская область,2017-02-01
200,2017-01-01,Красноярский край,2017-02-01
58,2017-01-01,Брянская область,2017-03-01
71,2017-01-01,Курганская область,2017-02-01
94,2017-01-01,Удмуртская Республика,2017-02-01
24,2017-01-01,Рязанская область,2017-03-01
11,2017-01-01,Республика Тыва,2017-03-01
34,2017-01-01,Ставропольский край,2017-01-01
11,2017-01-01,Республика Ингушетия,2017-01-01
56,2017-01-01,Республика Дагестан,2017-03-01
1325,2017-01-01,Центральный ФО,2017-02-01
187,2017-01-01,Самарская область,2017-03-01
53,2017-01-01,Республика Коми,2017-03-01
8,2017-01-01,Псковская область,2017-02-01
40,2017-01-01,Ярославская область,2017-02-01
160,2017-01-01,Краснодарский край,2017-03-01
61,2017-01-01,Ярославская область,2017-03-01
23,2017-01-01,Камчатский край,2017-03-01
11188,2016-01-01,Приволжский ФО,2016-12-01
17,2017-01-01,Калужская область,2017-01-01
1,2017-01-01,Республика Сев. Осетия-Алания,2017-01-01
9,2017-01-01,Республика Хакасия,2017-03-01
46,2017-01-01,Тверская область,2017-04-01
41,2017-01-01,Республика Марий Эл,2017-04-01
2146,2017-01-01,Северо-Западный ФО,2017-04-01
153,2017-01-01,Воронежская область,2017-05-01
21,2017-01-01,Магаданская область,2017-05-01
19125,2017-01-01,Российская Федерация,2017-05-01
105,2017-01-01,Астраханская область,2017-04-01
114,2017-01-01,Калужская область,2017-05-01
4,2017-01-01,Магаданская область,2017-02-01
315,2017-01-01,Свердловская область,2017-02-01
158,2017-01-01,Ленинградская область,2017-04-01
27,2017-01-01,Чувашская Республика,2017-04-01
23,2017-01-01,г. Севастополь,2017-05-01
37,2017-01-01,Псковская область,2017-05-01
428,2017-01-01,Дальневосточный ФО,2017-03-01
35,2017-01-01,Новгородская  область,2017-04-01
271,2017-01-01,Самарская область,2017-04-01
5,2017-01-01,Республика Адыгея,2017-04-01
189,2017-01-01,Удмуртская Республика,2017-04-01
482,2017-01-01,Северо-Кавказский ФО,2017-04-01
147,2017-01-01,Новосибирская область,2017-05-01
157,2017-01-01,Саратовская область,2017-04-01
16,2017-01-01,Республика Бурятия,2017-04-01
152,2017-01-01,Ярославская область,2017-05-01
276,2017-01-01,Краснодарский край,2017-04-01
70,2017-01-01,Тульская область,2017-04-01
189,2017-01-01,Вологодская область,2017-05-01
13,2017-01-01,Республика Алтай,2017-05-01
11,2017-01-01,г. Севастополь,2017-04-01
78,2017-01-01,Пензенская область,2017-04-01
366,2017-01-01,Приморский край,2017-05-01
63,2017-01-01,Тверская область,2017-05-01
15,2017-01-01,Липецкая область,2017-02-01
1,2017-01-01,Республика Алтай,2017-02-01
5,2017-01-01,Еврейская АО,2017-02-01
60,2017-01-01,Чеченская Республика,2017-04-01
63,2017-01-01,Костромская область,2017-05-01
20,2017-01-01,Республика Тыва,2017-05-01
61,2017-01-01,Забайкальский край,2017-05-01
75,2017-01-01,Калининградская область,2017-04-01
74,2017-01-01,Республика Коми,2017-04-01
3055,2017-01-01,Центральный ФО,2017-04-01
40,2017-01-01,Липецкая область,2017-05-01
12,2017-01-01,Еврейская АО,2017-05-01
118,2017-01-01,Ярославская область,2017-04-01
592,2017-01-01,Дальневосточный ФО,2017-04-01
45,2017-01-01,Новгородская  область,2017-05-01
35,2017-01-01,Сахалинская область,2017-02-01
77,2017-01-01,Амурская область,2017-05-01
105,2017-01-01,Пензенская область,2017-05-01
0,2017-01-01,Чукотский АО,2017-05-01
1200,2017-01-01,Сибирский ФО,2017-03-01
117,2017-01-01,Мурманская область,2017-04-01
161,2017-01-01,Томская область,2017-04-01
136,2017-01-01,Волгоградская область,2017-05-01
898,2017-01-01,Свердловская область,2017-05-01
31,2017-01-01,Кабардино-Балкарская Респ.,2017-05-01
41,2017-01-01,Орловская область,2017-04-01
15,2017-01-01,Республика Тыва,2017-04-01
383,2017-01-01,Краснодарский край,2017-05-01
14,2017-01-01,Кабардино-Балкарская Респ.,2017-02-01
215,2017-01-01,Кировская область,2017-05-01
516,2017-01-01,Республика Татарстан,2017-05-01
70,2017-01-01,Республика Карелия,2017-04-01
806,2017-01-01,Южный ФО,2017-04-01
205,2017-01-01,Ленинградская область,2017-05-01
72,2017-01-01,Республика Саха (Якутия),2017-05-01
61,2017-01-01,Амурская область,2017-04-01
0,2017-01-01,Чукотский АО,2017-04-01
54,2017-01-01,Забайкальский край,2017-04-01
103,2017-01-01,Калининградская область,2017-05-01
30,2017-01-01,Республика Саха (Якутия),2017-02-01
56,2017-01-01,Крымский ФО,2017-04-01
49,2017-01-01,Орловская область,2017-05-01
462,2017-01-01,Пермский край,2017-05-01
152,2017-01-01,Алтайский край,2017-04-01
81,2017-01-01,Ивановская область,2017-04-01
129,2017-01-01,Ямало-Ненецкий АО,2017-05-01
99,2017-01-01,Сахалинская область,2017-05-01
54,2017-01-01,Костромская область,2017-04-01
175,2017-01-01,Оренбургская область,2017-04-01
368,2017-01-01,Республика Татарстан,2017-04-01
1694,2017-01-01,Сибирский ФО,2017-04-01
168,2017-01-01,Мурманская область,2017-05-01
2927,2017-01-01,Северо-Западный ФО,2017-05-01
70,2017-01-01,Хабаровский край,2017-03-01
28,2017-01-01,Тверская область,2017-03-01
122,2017-01-01,Хабаровский край,2017-05-01
444,2017-01-01,Кемеровская область-Кузбасс,2017-05-01
1045,2017-01-01,Челябинская область,2017-05-01
44,2017-01-01,Карачаево-Черкесская Респ.,2017-05-01
469,2017-01-01,Московская область,2017-04-01
81,2017-01-01,Владимирская область,2017-05-01
119,2017-01-01,Республика Дагестан,2017-05-01
33,2017-01-01,Крымский ФО,2017-03-01
97,2017-01-01,Хабаровский край,2017-04-01
371,2017-01-01,Пермский край,2017-04-01
240,2017-01-01,Алтайский край,2017-05-01
111,2017-01-01,Тульская область,2017-05-01
498,2017-01-01,Красноярский край,2017-05-01
7,2017-01-01,Ненецкий АО,2017-06-01
325,2017-01-01,Московская область,2017-03-01
232,2017-01-01,Оренбургская область,2017-05-01
36,2017-01-01,Камчатский край,2017-05-01
50,2017-01-01,Тамбовская область,2017-04-01
2,2017-01-01,Республика Калмыкия,2017-04-01
1896,2017-01-01,г. Санкт-Петербург,2017-05-01
43,2017-01-01,Чувашская Республика,2017-05-01
805,2017-01-01,Челябинская область,2017-04-01
2085,2017-01-01,Уральский ФО,2017-04-01
631,2017-01-01,Московская область,2017-05-01
62,2017-01-01,Республика Марий Эл,2017-05-01
104,2017-01-01,Ямало-Ненецкий АО,2017-04-01
51,2017-01-01,Владимирская область,2017-04-01
7,2017-01-01,г. Севастополь,2017-03-01
42,2017-01-01,Республика Ингушетия,2017-05-01
413,2017-01-01,Нижегородская область,2017-04-01
1624,2017-01-01,г. Москва,2017-04-01
14081,2017-01-01,Российская Федерация,2017-04-01
252,2017-01-01,Ханты-Мансийский АО,2017-05-01
106,2017-01-01,Брянская область,2017-05-01
209,2017-01-01,Саратовская область,2017-05-01
19,2017-01-01,Республика Бурятия,2017-05-01
174,2017-01-01,Кировская область,2017-04-01
32,2017-01-01,Карачаево-Черкесская Респ.,2017-04-01
28,2017-01-01,Камчатский край,2017-04-01
213,2017-01-01,Томская область,2017-05-01
1384,2017-01-01,г. Санкт-Петербург,2017-04-01
94,2017-01-01,Амурская область,2017-06-01
478,2017-01-01,Свердловская область,2017-03-01
10,2017-01-01,Республика Бурятия,2017-03-01
42,2017-01-01,Республика Сев. Осетия-Алания,2017-05-01
168,2017-01-01,Тюменская область,2017-04-01
65,2017-01-01,Смоленская область,2017-04-01
36,2017-01-01,Курская область,2017-05-01
77,2017-01-01,Чеченская Республика,2017-05-01
220,2017-01-01,Ставропольский край,2017-04-01
30,2017-01-01,Республика Ингушетия,2017-04-01
156,2017-01-01,Ханты-Мансийский АО,2017-04-01
30,2017-01-01,Рязанская область,2017-04-01
960,2017-01-01,г. Москва,2017-03-01
355,2017-01-01,Омская область,2017-05-01
82,2017-01-01,Ульяновская область,2017-05-01
201,2017-01-01,Иркутская область,2017-05-01
104,2017-01-01,Воронежская область,2017-04-01
7,2017-01-01,Республика Алтай,2017-04-01
58,2017-01-01,Рязанская область,2017-05-01
306,2017-01-01,Северо-Кавказский ФО,2017-03-01
318,2017-01-01,Кемеровская область-Кузбасс,2017-04-01
29,2017-01-01,Республика Сев. Осетия-Алания,2017-04-01
2774,2017-01-01,Приволжский ФО,2017-04-01
105,2017-01-01,Ивановская область,2017-05-01
100,2017-01-01,Республика Коми,2017-05-01
84,2017-01-01,Брянская область,2017-04-01
396,2017-01-01,Республика Башкортостан,2017-04-01
44,2017-01-01,Сахалинская область,2017-03-01
79,2017-01-01,Республика Мордовия,2017-05-01
9,2017-01-01,Магаданская область,2017-04-01
6,2017-01-01,Еврейская АО,2017-04-01
6,2017-01-01,Ненецкий АО,2017-05-01
576,2017-01-01,Республика Башкортостан,2017-05-01
266,2017-01-01,Приморский край,2017-04-01
275,2017-01-01,Омская область,2017-04-01
163,2017-01-01,Иркутская область,2017-04-01
227,2017-01-01,Тюменская область,2017-05-01
64,2017-01-01,Тамбовская область,2017-05-01
22,2017-01-01,Курская область,2017-04-01
280,2017-01-01,Республика Башкортостан,2017-03-01
51,2017-01-01,Архангельская область,2017-04-01
150,2017-01-01,Вологодская область,2017-04-01
670,2017-01-01,Свердловская область,2017-04-01
27,2017-01-01,Кабардино-Балкарская Респ.,2017-04-01
49,2017-01-01,Белгородская область,2017-05-01
26,2017-01-01,Республика Хакасия,2017-05-01
57,2017-01-01,Ульяновская область,2017-04-01
560,2017-01-01,Нижегородская область,2017-05-01
107,2017-01-01,Республика Карелия,2017-05-01
4,2017-01-01,Ненецкий АО,2017-04-01
40,2017-01-01,Белгородская область,2017-04-01
257,2017-01-01,Ростовская область,2017-04-01
272,2017-01-01,Оренбургская область,2017-06-01
26,2017-01-01,Липецкая область,2017-04-01
54,2017-01-01,Республика Саха (Якутия),2017-04-01
248,2017-01-01,Курганская область,2017-05-01
80,2017-01-01,Калужская область,2017-04-01
57,2017-01-01,Республика Мордовия,2017-04-01
398,2017-01-01,Красноярский край,2017-04-01
71,2017-01-01,Архангельская область,2017-05-01
2191,2017-01-01,г. Москва,2017-05-01
70,2017-01-01,Смоленская область,2017-05-01
182,2017-01-01,Курганская область,2017-04-01
244,2017-01-01,Томская область,2017-06-01
297,2017-01-01,Пермский край,2017-03-01
71,2017-01-01,Сахалинская область,2017-04-01
65,2017-01-01,Республика Крым,2017-05-01
131,2017-01-01,Астраханская область,2017-05-01
366,2017-01-01,Ростовская область,2017-05-01
5,2017-01-01,Республика Адыгея,2017-05-01
123,2017-01-01,Новосибирская область,2017-04-01
2,2017-01-01,Республика Калмыкия,2017-05-01
45,2017-01-01,Республика Крым,2017-04-01
28,2017-01-01,Псковская область,2017-04-01
12,2017-01-01,Республика Хакасия,2017-04-01
308,2017-01-01,Ставропольский край,2017-05-01
1867,2017-01-01,Центральный ФО,2017-03-01
105,2017-01-01,Волгоградская область,2017-04-01
84,2017-01-01,Республика Дагестан,2017-04-01
376,2017-01-01,Самарская область,2017-05-01
258,2017-01-01,Удмуртская Республика,2017-05-01
381,2017-01-01,Алтайский край,2017-07-01
324,2017-01-01,Томская область,2017-07-01
697,2017-01-01,Красноярский край,2017-07-01
583,2017-01-01,Самарская область,2017-07-01
401,2017-01-01,Удмуртская Республика,2017-07-01
0,2018-01-01,Чукотский АО,2018-04-01
29,2018-01-01,Республика Хакасия,2018-04-01
3365,2017-01-01,Северо-Западный ФО,2017-06-01
148,2017-01-01,Калининградская область,2017-07-01
95,2017-01-01,Республика Марий Эл,2017-07-01
6447,2017-01-01,Центральный ФО,2017-07-01
39,2017-01-01,г. Севастополь,2017-07-01
152,2017-01-01,Пензенская область,2017-07-01
3,2017-01-01,Чукотский АО,2017-07-01
48,2018-01-01,Костромская область,2018-04-01
105,2018-01-01,Оренбургская область,2018-04-01
16,2018-01-01,Республика Тыва,2018-04-01
230,2018-01-01,Удмуртская Республика,2018-04-01
233,2017-01-01,Мурманская область,2017-07-01
105,2017-01-01,Костромская область,2017-07-01
34,2017-01-01,Республика Тыва,2017-07-01
850,2018-01-01,Челябинская область,2018-04-01
45,2018-01-01,Забайкальский край,2018-04-01
84,2018-01-01,Калининградская область,2018-03-01
71,2017-01-01,Забайкальский край,2017-06-01
79,2017-01-01,Орловская область,2017-07-01
999,2017-01-01,Северо-Кавказский ФО,2017-07-01
48,2018-01-01,Амурская область,2018-04-01
114,2018-01-01,Кировская область,2018-04-01
174,2018-01-01,Нижегородская область,2018-03-01
107,2018-01-01,Ивановская область,2018-03-01
1353,2018-01-01,г. Москва,2018-03-01
180,2017-01-01,Ивановская область,2017-07-01
145,2017-01-01,Республика Коми,2017-07-01
106,2017-01-01,Амурская область,2017-07-01
728,2017-01-01,Республика Татарстан,2017-07-01
366,2018-01-01,Омская область,2018-04-01
285,2018-01-01,Республика Татарстан,2018-04-01
315,2018-01-01,Пермский край,2018-04-01
14,2018-01-01,Липецкая область,2018-03-01
16,2018-01-01,Магаданская область,2018-03-01
59,2018-01-01,Сахалинская область,2018-03-01
1021,2017-01-01,Московская область,2017-07-01
3442,2017-01-01,Уральский ФО,2017-06-01
301,2017-01-01,Кировская область,2017-07-01
301,2017-01-01,Оренбургская область,2017-07-01
1207,2017-01-01,Дальневосточный ФО,2017-07-01
27,2018-01-01,Республика Ингушетия,2018-04-01
37,2018-01-01,Рязанская область,2018-03-01
105,2018-01-01,Саратовская область,2018-03-01
0,2018-01-01,Республика Адыгея,2018-03-01
328,2018-01-01,Республика Башкортостан,2018-03-01
9,2018-01-01,Республика Тыва,2018-03-01
849,2017-01-01,Нижегородская область,2017-07-01
109,2017-01-01,Тамбовская область,2017-07-01
143,2017-01-01,Республика Карелия,2017-07-01
1856,2017-01-01,Южный ФО,2017-07-01
168,2017-01-01,Хабаровский край,2017-07-01
93,2017-01-01,Забайкальский край,2017-07-01
573,2017-01-01,Красноярский край,2017-06-01
995,2017-01-01,Дальневосточный ФО,2017-06-01
21,2018-01-01,Карачаево-Черкесская Респ.,2018-04-01
22,2018-01-01,Камчатский край,2018-04-01
215,2018-01-01,Республика Татарстан,2018-03-01
235,2018-01-01,Пермский край,2018-03-01
3381,2017-01-01,г. Москва,2017-07-01
503,2017-01-01,Ханты-Мансийский АО,2017-08-01
687,2017-01-01,Кемеровская область-Кузбасс,2017-07-01
1531,2017-01-01,Челябинская область,2017-07-01
3393,2017-01-01,Сибирский ФО,2017-07-01
165,2017-01-01,Ямало-Ненецкий АО,2017-07-01
14,2018-01-01,Камчатский край,2018-03-01
124,2017-01-01,Смоленская область,2017-07-01
547,2017-01-01,Омская область,2017-07-01
628,2017-01-01,Пермский край,2017-07-01
1364,2017-01-01,Южный ФО,2017-06-01
134,2017-01-01,Владимирская область,2017-07-01
119,2018-01-01,Иркутская область,2018-03-01
2221,2018-01-01,Центральный ФО,2018-03-01
5,2017-01-01,Республика Калмыкия,2017-07-01
28950,2017-01-01,Российская Федерация,2017-07-01
4600,2017-01-01,Приволжский ФО,2017-06-01
435,2017-01-01,Ставропольский край,2017-07-01
154,2017-01-01,Калужская область,2017-07-01
56,2017-01-01,Республика Ингушетия,2017-07-01
2745,2017-01-01,г. Санкт-Петербург,2017-07-01
73,2018-01-01,Воронежская область,2018-03-01
111,2018-01-01,Ленинградская область,2018-03-01
49,2018-01-01,Ярославская область,2018-03-01
18,2018-01-01,Карачаево-Черкесская Респ.,2018-03-01
700,2018-01-01,Южный ФО,2018-03-01
22,2017-01-01,Республика Алтай,2017-07-01
539,2017-01-01,Пермский край,2017-06-01
262,2017-01-01,Новосибирская область,2017-07-01
75,2017-01-01,Карачаево-Черкесская Респ.,2017-07-01
4181,2017-01-01,Уральский ФО,2017-07-01
432,2017-01-01,Ханты-Мансийский АО,2017-07-01
128,2017-01-01,Брянская область,2017-07-01
99,2017-01-01,Рязанская область,2017-07-01
844,2017-01-01,Республика Башкортостан,2017-07-01
327,2018-01-01,Ростовская область,2018-03-01
2,2018-01-01,Ненецкий АО,2018-04-01
144,2018-01-01,Ханты-Мансийский АО,2018-04-01
20,2017-01-01,Еврейская АО,2017-07-01
537,2017-01-01,Приморский край,2017-07-01
57,2017-01-01,Камчатский край,2017-07-01
52,2017-01-01,Курская область,2017-07-01
107,2017-01-01,Чеченская Республика,2017-07-01
0,2018-01-01,Чукотский АО,2018-03-01
41,2018-01-01,Белгородская область,2018-04-01
56,2018-01-01,Брянская область,2018-04-01
7,2017-01-01,Ненецкий АО,2017-08-01
141,2017-01-01,Ульяновская область,2017-07-01
5533,2017-01-01,Приволжский ФО,2017-07-01
7,2017-01-01,Ненецкий АО,2017-07-01
102,2017-01-01,Белгородская область,2017-07-01
712,2017-01-01,Ростовская область,2017-07-01
11,2017-01-01,Республика Адыгея,2017-07-01
24,2018-01-01,Республика Сев. Осетия-Алания,2018-03-01
121,2018-01-01,Республика Крым,2018-04-01
139,2018-01-01,Курганская область,2018-04-01
33,2018-01-01,Курская область,2018-04-01
43,2018-01-01,Псковская область,2018-04-01
122,2017-01-01,Крымский ФО,2017-06-01
585,2017-01-01,Краснодарский край,2017-07-01
72,2017-01-01,Новгородская  область,2017-07-01
172,2017-01-01,Тульская область,2017-07-01
90,2017-01-01,Республика Сев. Осетия-Алания,2017-07-01
277,2017-01-01,Иркутская область,2017-07-01
2726,2017-01-01,Сибирский ФО,2017-06-01
348,2017-01-01,Курганская область,2017-07-01
38,2017-01-01,Республика Хакасия,2017-07-01
295,2018-01-01,Красноярский край,2018-03-01
99,2018-01-01,Астраханская область,2018-04-01
72,2018-01-01,Пензенская область,2018-04-01
2,2018-01-01,Республика Адыгея,2018-04-01
147,2017-01-01,Республика Крым,2017-08-01
47,2017-01-01,Камчатский край,2017-06-01
4254,2017-01-01,Северо-Западный ФО,2017-07-01
118,2017-01-01,Республика Крым,2017-07-01
59,2017-01-01,Псковская область,2017-07-01
157,2017-01-01,Крымский ФО,2017-07-01
238,2017-01-01,Иркутская область,2017-06-01
89,2018-01-01,Ярославская область,2018-04-01
76,2017-01-01,Тверская область,2017-07-01
165,2017-01-01,Республика Мордовия,2017-07-01
194,2017-01-01,Астраханская область,2017-07-01
241,2017-01-01,Ярославская область,2017-07-01
21,2018-01-01,г. Севастополь,2018-04-01
278,2018-01-01,Самарская область,2018-04-01
20,2018-01-01,Орловская область,2018-04-01
6,2018-01-01,Ненецкий АО,2018-10-01
529,2018-01-01,Ленинградская область,2018-10-01
465,2018-01-01,Удмуртская Республика,2018-08-01
193,2018-01-01,Калининградская область,2018-09-01
104,2018-01-01,Республика Дагестан,2018-09-01
578,2018-01-01,Алтайский край,2018-10-01
2820,2018-01-01,Южный ФО,2018-08-01
109,2018-01-01,Брянская область,2018-09-01
653,2018-01-01,Самарская область,2018-09-01
117,2017-01-01,Чувашская Республика,2017-12-01
4845,2017-01-01,Центральный ФО,2017-06-01
357,2017-01-01,Тюменская область,2017-07-01
235,2017-01-01,Воронежская область,2017-07-01
339,2018-01-01,Курганская область,2018-09-01
115,2018-01-01,Брянская область,2018-10-01
805,2018-01-01,Приморский край,2018-09-01
4564,2018-01-01,г. Москва,2018-09-01
1565,2018-01-01,Свердловская область,2018-09-01
103,2018-01-01,Республика Хакасия,2018-09-01
4713,2018-01-01,Уральский ФО,2018-09-01
212,2018-01-01,Калининградская область,2018-10-01
389,2018-01-01,Мурманская область,2018-10-01
240,2018-01-01,Оренбургская область,2018-09-01
41,2017-01-01,Магаданская область,2017-07-01
140,2018-01-01,Пензенская область,2018-09-01
139,2018-01-01,Республика Сев. Осетия-Алания,2018-09-01
3664,2018-01-01,г. Санкт-Петербург,2018-10-01
219,2018-01-01,Рязанская область,2018-10-01
1025,2018-01-01,Северо-Кавказский ФО,2018-08-01
215,2018-01-01,Ивановская область,2018-09-01
43,2018-01-01,Республика Бурятия,2018-09-01
130,2018-01-01,Белгородская область,2018-09-01
108,2018-01-01,Костромская область,2018-09-01
182,2018-01-01,Ульяновская область,2018-09-01
117,2017-01-01,Архангельская область,2017-07-01
1348,2017-01-01,Свердловская область,2017-07-01
347,2018-01-01,Республика Крым,2018-10-01
783,2018-01-01,Краснодарский край,2018-09-01
58,2018-01-01,Магаданская область,2018-09-01
6341,2018-01-01,Приволжский ФО,2018-09-01
223,2018-01-01,Ивановская область,2018-10-01
32729,2018-01-01,Российская Федерация,2018-08-01
434,2018-01-01,Ханты-Мансийский АО,2018-09-01
810,2018-01-01,Омская область,2018-09-01
120,2018-01-01,Республика Коми,2018-09-01
36464,2018-01-01,Российская Федерация,2018-09-01
292,2017-01-01,Вологодская область,2017-07-01
52,2017-01-01,Кабардино-Балкарская Респ.,2017-07-01
1784,2018-01-01,Челябинская область,2018-09-01
211,2018-01-01,Республика Мордовия,2018-09-01
152,2018-01-01,Белгородская область,2018-10-01
861,2018-01-01,Нижегородская область,2018-09-01
182,2018-01-01,Сахалинская область,2018-09-01
123,2018-01-01,Забайкальский край,2018-09-01
445,2018-01-01,Тюменская область,2018-10-01
1362,2018-01-01,Московская область,2018-10-01
230,2018-01-01,Астраханская область,2018-09-01
55,2017-01-01,Липецкая область,2017-07-01
78,2018-01-01,г. Севастополь,2018-10-01
99,2018-01-01,Курская область,2018-10-01
1606,2018-01-01,Ростовская область,2018-10-01
1541,2018-01-01,Дальневосточный ФО,2018-08-01
4997,2018-01-01,Северо-Западный ФО,2018-09-01
964,2018-01-01,Нижегородская область,2018-10-01
22,2018-01-01,Еврейская АО,2018-08-01
6,2018-01-01,Ненецкий АО,2018-09-01
306,2018-01-01,Кировская область,2018-09-01
446,2018-01-01,Новосибирская область,2018-09-01
114,2018-01-01,Республика Карелия,2018-09-01
